23:51:30.346 [restartedMain] INFO  c.d.s.Application - [logStartupProfileInfo,651] - No active profile set, falling back to default profiles: default
23:51:30.888 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8081"]
23:51:30.889 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:51:30.889 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.29]
23:51:30.923 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:51:32.810 [restartedMain] INFO  c.a.n.client.naming - [call,56] - initializer namespace from System Property :null
23:51:32.810 [restartedMain] INFO  c.a.n.client.naming - [call,65] - initializer namespace from System Environment :null
23:51:32.811 [restartedMain] INFO  c.a.n.client.naming - [call,75] - initializer namespace from System Property :null
23:51:33.308 [restartedMain] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
23:51:36.821 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8081"]
23:51:36.825 [restartedMain] INFO  c.a.n.client.naming - [addBeatInfo,58] - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.204.1","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8081,"scheduled":false,"serviceName":"DEFAULT_GROUP@@com-dualwings-sales","stopped":false,"weight":1.0} to beat map.
23:51:36.825 [restartedMain] INFO  c.a.n.client.naming - [registerService,172] - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8081,"weight":1.0}
23:51:40.481 [restartedMain] INFO  c.d.s.Application - [logStarted,61] - Started Application in 13.42 seconds (JVM running for 219.329)
23:51:40.486 [Thread-25] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,74] - De-registering from Nacos Server now...
23:51:40.487 [Thread-25] INFO  c.a.n.client.naming - [removeBeatInfo,65] - [BEAT] removing beat: DEFAULT_GROUP@@com-dualwings-sales:192.168.204.1:8081 from beat map.
23:51:40.487 [Thread-25] INFO  c.a.n.client.naming - [deregisterService,194] - [DEREGISTER-SERVICE] public deregistering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{},"port":8081,"weight":1.0}
23:51:42.521 [Thread-25] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,93] - De-registration finished.
23:51:42.643 [Thread-25] INFO  c.a.d.p.DruidDataSource - [close,1885] - {dataSource-0} closing ...
23:51:46.573 [restartedMain] INFO  c.d.s.Application - [logStartupProfileInfo,651] - No active profile set, falling back to default profiles: default
23:51:47.039 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8081"]
23:51:47.039 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:51:47.039 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.29]
23:51:47.071 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:51:48.779 [restartedMain] INFO  c.a.n.client.naming - [call,56] - initializer namespace from System Property :null
23:51:48.779 [restartedMain] INFO  c.a.n.client.naming - [call,65] - initializer namespace from System Environment :null
23:51:48.780 [restartedMain] INFO  c.a.n.client.naming - [call,75] - initializer namespace from System Property :null
23:51:49.251 [restartedMain] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
23:51:52.667 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8081"]
23:51:52.670 [restartedMain] INFO  c.a.n.client.naming - [addBeatInfo,58] - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.204.1","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8081,"scheduled":false,"serviceName":"DEFAULT_GROUP@@com-dualwings-sales","stopped":false,"weight":1.0} to beat map.
23:51:52.671 [restartedMain] INFO  c.a.n.client.naming - [registerService,172] - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8081,"weight":1.0}
23:51:56.332 [restartedMain] INFO  c.d.s.Application - [logStarted,61] - Started Application in 13.063 seconds (JVM running for 235.18)
23:52:22.943 [RMI TCP Connection(10)-127.0.0.1] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,74] - De-registering from Nacos Server now...
23:52:22.947 [RMI TCP Connection(10)-127.0.0.1] INFO  c.a.n.client.naming - [removeBeatInfo,65] - [BEAT] removing beat: DEFAULT_GROUP@@com-dualwings-sales:192.168.204.1:8081 from beat map.
23:52:22.947 [RMI TCP Connection(10)-127.0.0.1] INFO  c.a.n.client.naming - [deregisterService,194] - [DEREGISTER-SERVICE] public deregistering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{},"port":8081,"weight":1.0}
23:52:41.731 [restartedMain] INFO  c.d.s.Application - [logStartupProfileInfo,651] - No active profile set, falling back to default profiles: default
23:52:43.247 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8081"]
23:52:43.248 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:52:43.248 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.29]
23:52:43.371 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:52:45.644 [restartedMain] INFO  i.l.c.EpollProvider - [<clinit>,68] - Starting without optional epoll library
23:52:45.645 [restartedMain] INFO  i.l.c.KqueueProvider - [<clinit>,70] - Starting without optional kqueue library
23:52:47.677 [restartedMain] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
23:52:47.681 [restartedMain] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
23:52:51.381 [RMI TCP Connection(3)-127.0.0.1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:52:51.637 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8081"]
23:52:51.824 [restartedMain] INFO  c.a.c.n.r.NacosServiceRegistry - [register,62] - nacos registry, com-dualwings-sales 192.168.204.1:8081 register finished
23:52:53.496 [restartedMain] INFO  c.d.s.Application - [logStarted,61] - Started Application in 16.026 seconds (JVM running for 17.204)
23:53:35.567 [Thread-17] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,74] - De-registering from Nacos Server now...
23:53:35.574 [Thread-17] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,93] - De-registration finished.
23:53:35.697 [Thread-17] INFO  c.a.d.p.DruidDataSource - [close,1885] - {dataSource-0} closing ...
23:53:39.599 [restartedMain] INFO  c.d.s.Application - [logStartupProfileInfo,651] - No active profile set, falling back to default profiles: default
23:53:40.105 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8081"]
23:53:40.105 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:53:40.105 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.29]
